Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,24591,,,,24591,,52285,,,0
H5,2018,2018,2018,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,181366,,,,181366,,1318052,,,0
H5,2018,2018,2018,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,27767904,,,,27767904,,85291883,,,6
H5,2018,2018,2018,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,7335743,,,,7335743,,22047499,,,0
H5,2018,2018,2018,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,13592907,,,,,,35244515,,,6
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1693600,,,,1693600,,6567695,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,8881417,,,,8881417,,53143748,,,0
H5,2018,2018,2018,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,7525384,,,,7525384,,31292119,,,0
H5,2018,2018,2018,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4391268,,,,4391268,,12736927,,,0
H5,2018,2018,2018,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,1,No Quantity,0,,,,,,48085485,,,6
H5,2018,2018,2018,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,867894,,,,867894,,4724619,,,0
H5,2018,2018,2018,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,71796,,,,71798,,185306,,,0
H5,2018,2018,2018,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2113276,,,,2113276,,9518554,,,0
H5,2018,2018,2018,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,96179,,,,191016,,537056,,,6
H5,2018,2018,2018,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,14327382,,,,14327382,,111789764,,,0
H5,2018,2018,2018,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,15041,,,,15041,,43675,,,0
H5,2018,2018,2018,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3987300,,,,3987300,,15668288,,,0
H5,2018,2018,2018,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6144906,,,,6144906,,23334802,,,0
H5,2018,2018,2018,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,67334,,,,67334,,696334,,,0
H5,2018,2018,2018,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5474938,,,,5474938,,20477500,,,0
H5,2018,2018,2018,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,416256,,,,416256,,1971912,,,6
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,1,No Quantity,0,,,,,,256970950,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,30260152,,,,30260152,,123568200,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1023398682,,,,1023398682,,4663062794,,,0
H5,2018,2018,2018,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3240709,,,,3240709,,18186946,,,0
H5,2018,2018,2018,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,901226,,,,901226,,1436911,,,0
H5,2018,2018,2018,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2969257,,,,2969257,,9565888,,,0
H5,2018,2018,2018,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2860176,,,,2860176,,18598941,,,6
H5,2018,2018,2018,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4356319,,,,4356319,,30994716,,,0
H5,2018,2018,2018,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1980510,,,,1980510,,13866664,,,0
H5,2018,2018,2018,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4697313,,,,4697313,,22273090,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9026577,,,,9026577,,54511012,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9210304,,,,9210304,,46006072,,,6
H5,2018,2018,2018,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,144549,,,,129882,,1356272,,,0
H5,2018,2018,2018,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5535325,,,,5535325,,23491402,,,0
H5,2018,2018,2018,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2752718,,,,2752718,,12030475,,,0
H5,2018,2018,2018,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1274448,,,,1274448,,4974900,,,0
H5,2018,2018,2018,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6817556,,,,6817556,,33739941,,,0
H5,2018,2018,2018,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,68176460,,,,68176460,,342212863,,,6
H5,2018,2018,2018,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,55826279,,,,55826279,,318868356,,,6
H5,2018,2018,2018,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3036670,,,,3036670,,3137875,,,0
H5,2018,2018,2018,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,13076174,,,,13076174,,58229927,,,0
H5,2018,2018,2018,4,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,772095,,,,772095,,6885891,,,0
H5,2018,2018,2018,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,10095234,,,,10095234,,45310310,,,0
H5,2018,2018,2018,4,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1079086,,,,1079086,,6006710,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,425130495,,,,425130495,,2093474907,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,1,No Quantity,0,,,,0,,38625022,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,830013,,,,830013,,10132231,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,156261052,,,,156261052,,565069088,,,0
H5,2018,2018,2018,4,0,1,Import,364,Iran,IRN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,114762817,,,,114762817,,478723231,,,0
H5,2018,2018,2018,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,14045200,,,,14045200,,24860250,,,0
H5,2018,2018,2018,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,78998414,,,,78998414,,396822000,,,6
H5,2018,2018,2018,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,64043870,,,,64043870,,335974430,,,0
H5,2018,2018,2018,4,0,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,767157,,,,767157,,2142354,,,0
H5,2018,2018,2018,4,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2639902,,,,2639902,,14998196,,,0
H5,2018,2018,2018,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,328643397,,,,328643397,,1370878711,,,0
H5,2018,2018,2018,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,13129898,,,,13129898,,38983532,,,0
H5,2018,2018,2018,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,18977480,,,,18977480,,64087365,,,0
H5,2018,2018,2018,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,326708308,,,,326708308,,1826557535,,,0
H5,2018,2018,2018,4,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,18188925,,,,18188925,,87503288,,,0
H5,2018,2018,2018,4,0,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,165931,,,,165931,,462701,,,0
H5,2018,2018,2018,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,754380,,,,754380,,3745538,,,6
H5,2018,2018,2018,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9069106,,,,9069106,,34302724,,,0
H5,2018,2018,2018,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2172078,,,,2172078,,9644861,,,0
H5,2018,2018,2018,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2531751,,,,2531751,,9832107,,,0
H5,2018,2018,2018,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1521501,,,,1521501,,7539540,,,0
H5,2018,2018,2018,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,1,No Quantity,0,,,,0,,34139533,,,0
H5,2018,2018,2018,4,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,150413973,,,,150413973,,498142537,,,0
H5,2018,2018,2018,4,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2499591,,,,2499591,,14995444,,,0
H5,2018,2018,2018,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3951859,,,,3951859,,27078649,,,6
H5,2018,2018,2018,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3468976,,,,3670402,,14103954,,,0
H5,2018,2018,2018,4,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,95178947,,,,95178947,,579820964,,,0
H5,2018,2018,2018,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3165,,,,3165,,80483,,,0
H5,2018,2018,2018,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,587717,,,,587717,,3095547,,,0
H5,2018,2018,2018,4,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,7496549,,,,7496549,,34862852,,,0
H5,2018,2018,2018,4,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,578963,,,,1117622,,4369705,,,0
H5,2018,2018,2018,4,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,15325353,,,,15325353,,42010118,,,0
H5,2018,2018,2018,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,336653,,,,336653,,1610084,,,6
H5,2018,2018,2018,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,48456458,,,,48456458,,288686077,,,6
H5,2018,2018,2018,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4046278,,,,4046278,,16519540,,,0
H5,2018,2018,2018,4,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,77429,,,,77429,,614246,,,0
H5,2018,2018,2018,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1786952,,,,1786952,,20218134,,,0
H5,2018,2018,2018,4,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,602014,,,,602014,,2489495,,,0
H5,2018,2018,2018,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,770394,,,,770394,,3080148,,,0
H5,2018,2018,2018,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2438508,,,,2438508,,5533152,,,0
H5,2018,2018,2018,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2680041,,,,2680041,,16126755,,,0
H5,2018,2018,2018,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5348961,,,,5348961,,25426214,,,0
H5,2018,2018,2018,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,18348147,,,,18348147,,100064529,,,0
H5,2018,2018,2018,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9136622,,,,9136622,,38629889,,,6
H5,2018,2018,2018,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,244355512,,,,244355512,,892882159,,,0
H5,2018,2018,2018,4,0,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,19074,,,,19074,,151464,,,0
H5,2018,2018,2018,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,920420,,,,920420,,4863277,,,0
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,866229,,,,889146,,5905238,,,0
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,25711350,,,,25711350,,112043879,,,0
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1690539,,,,1690539,,7672382,,,0
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,45594557,,,,45594557,,228938629,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2363680,,,,2363680,,12972825,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,13380695,,,,13380695,,36493023,,,0
H5,2018,2018,2018,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1873,,,,1873,,27549,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,30957630,,,,30957630,,151122885,,,0
H5,2018,2018,2018,4,0,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,1,No Quantity,0,,,,,,1135523,,,6
H5,2018,2018,2018,4,0,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,642697,,,,642697,,2192934,,,0
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,30406040,,,,30406040,,157127764,,,6
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1376068,,,,1376068,,8850476,,,6
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9157321,,,,9157321,,52631255,,,0
H5,2018,2018,2018,4,0,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,110097,,,,110097,,78942,,,0
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,87101581,,,,87101581,,316819752,,,0
H5,2018,2018,2018,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1936530,,,,1936530,,7626645,,,0
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3429987,,,,3429987,,19650242,,,0
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,8508,,,,8508,,15337,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3210939,,,,3210674,,10965019,,,0
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,94596935,,,,94596935,,363087300,,,0
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,399672,,,,399672,,1529438,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,458614497,,,,458614497,,2226343824,,,0
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2449620,,,,2449620,,7960153,,,0
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,253000,,,,253000,,697381,,,0
H5,2018,2018,2018,4,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,136368,,,,136368,,196285,,,0
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6329,,,,6329,,32142,,,0
H5,2018,2018,2018,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,11587510,,,,11587510,,10990888,,,0
H5,2018,2018,2018,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,1649421,,,,1649421,,5950392,,,0
H5,2018,2018,2018,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,446625014,,,,446625014,,489378989,,,6
H5,2018,2018,2018,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,34091251,,,,34091251,,38769877,,,0
H5,2018,2018,2018,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,6750016,,,,6750016,,14055594,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,2260217,,,,2260217,,6845342,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,102766019,,,,102766019,,340999594,,,6
H5,2018,2018,2018,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,55425797,,,,55425797,,110857446,,,0
H5,2018,2018,2018,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,32875854,,,,32875854,,31550096,,,0
H5,2018,2018,2018,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,259639797,,,,259639797,,573306677,,,0
H5,2018,2018,2018,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,2880248,,,,2880248,,7921500,,,0
H5,2018,2018,2018,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,352849,,,,352859,,429016,,,0
H5,2018,2018,2018,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,10092212,,,,10092212,,14250150,,,0
H5,2018,2018,2018,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",1,No Quantity,0,,,,4077258,,5782700,,,6
H5,2018,2018,2018,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,3412674,,,,3412674,,11477791,,,0
H5,2018,2018,2018,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,70077,,,,70077,,33412,,,0
H5,2018,2018,2018,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,1608438,,,,1608438,,3944121,,,0
