Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1163307609,,,,1163409085,,4556560511,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,8,Albania,ALB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5941761,,,,5941790,,17438369,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,12,Algeria,DZA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5342704,,,,5342704,,16675783,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,24,Angola,AGO,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6331371,,,,6331371,,20399466,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,28,Antigua and Barbuda,ATG,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,19790,,,,19780,,52887,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,31,Azerbaijan,AZE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,204254,,,,204254,,770261,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,14056180,,,,14056190,,33970656,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,36,Australia,AUS,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,28029,,,,28029,,174913,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,44,Bahamas,BHS,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,264919,,,,264911,,861447,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,48,Bahrain,BHR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,429275,,,,429238,,2098251,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,51,Armenia,ARM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,785142,,,,785142,,1181596,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,52,Barbados,BRB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,515,,,,515,,2184,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,114980,,,,114980,,679624,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,60,Bermuda,BMU,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,217559,,,,217559,,843168,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,71799,,,,71799,,172316,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,90,Solomon Isds,SLB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,27553,,,,27553,,79740,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,96,Brunei Darussalam,BRN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,54045,,,,54045,,53251,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,104,Myanmar,MMR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,107759,,,,107759,,143490,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,132,Cabo Verde,CPV,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,269656,,,,269656,,1455427,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,136,Cayman Isds,CYM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,10,,,,10,,19,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,144,Sri Lanka,LKA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,12522,,,,12522,,83293,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,152,Chile,CHL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,23094478,,,,23096241,,74553128,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,156,China,CHN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,322292330,,,,322292691,,1486814636,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,174,Comoros,COM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,326903,,,,326903,,962974,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,178,Congo,COG,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,184799,,,,184799,,293385,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,180,Dem. Rep. of the Congo,COD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,156661,,,,156661,,420839,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,192,Cuba,CUB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,324415,,,,324415,,2328994,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,196,Cyprus,CYP,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2236,,,,2208,,12663,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,208,Denmark,DNK,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,48581,,,,48566,,280335,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,226,Equatorial Guinea,GNQ,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,133361,,,,133361,,652178,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,238,Falkland Isds (Malvinas),FLK,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,181,,,,181,,1278,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,246,Finland,FIN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,25014,,,,25014,,51847,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,251,France,FRA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1206977,,,,1206977,,4347122,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,266,Gabon,GAB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3935963,,,,3950017,,10969549,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,268,Georgia,GEO,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3053713,,,,3053713,,5974931,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,275,State of Palestine,PSE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,7145701,,,,7145701,,26085389,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,276,Germany,DEU,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2412721,,,,2412671,,15758629,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,288,Ghana,GHA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,316787,,,,316787,,516768,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,292,Gibraltar,GIB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,30,,,,30,,172,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,300,Greece,GRC,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,364298,,,,364282,,1318190,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,308,Grenada,GRD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,50700,,,,50700,,148962,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,324,Guinea,GIN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,13246,,,,13246,,57009,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,340,Honduras,HND,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,11936,,,,11936,,42716,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,344,"China, Hong Kong SAR",HKG,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,276803038,,,,276758791,,1059354045,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,364,Iran,IRN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,81865997,,,,81865997,,318491270,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,368,Iraq,IRQ,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5752367,,,,5752367,,20660907,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,372,Ireland,IRL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,110977,,,,110977,,262446,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,376,Israel,ISR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,15910552,,,,15910552,,72535320,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,381,Italy,ITA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,26372190,,,,26411865,,160854436,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,384,Côte d'Ivoire,CIV,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,862984,,,,862984,,1332690,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,392,Japan,JPN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1241,,,,1241,,5660,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,400,Jordan,JOR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6689383,,,,6689383,,19840752,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,410,Rep. of Korea,KOR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,366728,,,,366706,,1763443,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,418,Lao People's Dem. Rep.,LAO,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,17500,,,,17500,,23100,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,422,Lebanon,LBN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5591488,,,,5591488,,16278505,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,430,Liberia,LBR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,301067,,,,301066,,876208,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,434,Libya,LBY,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6286929,,,,6286929,,19817284,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,446,"China, Macao SAR",MAC,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,27008,,,,27008,,102136,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,458,Malaysia,MYS,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,5499575,,,,5500575,,18639843,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,462,Maldives,MDV,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,176436,,,,176436,,985090,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,470,Malta,MLT,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4499,,,,3754,,26492,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,480,Mauritius,MUS,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,255403,,,,255403,,886513,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,490,"Other Asia, nes",,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,25655,,,,25655,,94292,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,498,Rep. of Moldova,MDA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,27000,,,,27000,,108052,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,499,Montenegro,MNE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,53326,,,,53326,,183577,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,504,Morocco,MAR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,297124,,,,297124,,1265350,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,512,Oman,OMN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2589762,,,,2589765,,9674679,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,528,Netherlands,NLD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,8317837,,,,8317818,,55403866,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,531,Curaçao,CUW,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,807209,,,,807209,,3124671,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,533,Aruba,ABW,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1009476,,,,1009476,,4610491,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,534,Saint Maarten,SXM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,16348,,,,16348,,54986,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,562,Niger,NER,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4352276,,,,4352276,,24060224,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,579,Norway,NOR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,67493,,,,67468,,959260,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,584,Marshall Isds,MHL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,9413,,,,9106,,50491,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,591,Panama,PAN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,10419,,,,10212,,59121,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2432637,,,,2432637,,5085287,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,604,Peru,PER,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,902043,,,,902043,,3520365,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,608,Philippines,PHL,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,26543019,,,,26540978,,84230349,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,620,Portugal,PRT,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,598164,,,,598164,,5284613,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,634,Qatar,QAT,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1146079,,,,1146079,,4948556,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,642,Romania,ROU,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,123,,,,123,,836,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,643,Russian Federation,RUS,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3650124,,,,3650124,,11484858,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,682,Saudi Arabia,SAU,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,32365393,,,,32365394,,113866802,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,686,Senegal,SEN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,141144,,,,141144,,599272,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,688,Serbia,SRB,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3364938,,,,3364938,,8612320,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,690,Seychelles,SYC,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,194015,,,,194015,,862606,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,694,Sierra Leone,SLE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,12787,,,,12787,,52243,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,699,India,IND,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,144,,,,161,,674,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,702,Singapore,SGP,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,17373865,,,,17374148,,67389724,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,704,Viet Nam,VNM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1966227,,,,1966227,,6269570,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,710,South Africa,ZAF,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1629831,,,,1629831,,4221824,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,724,Spain,ESP,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,4644173,,,,4655173,,22258980,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,752,Sweden,SWE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,292762,,,,292763,,3598949,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,757,Switzerland,CHE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,68716,,,,68716,,356857,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,762,Tajikistan,TJK,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,83853,,,,83853,,214097,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,764,Thailand,THA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,633805,,,,633805,,1147033,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,784,United Arab Emirates,ARE,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,28726963,,,,28727962,,105503369,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,788,Tunisia,TUN,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1517901,,,,1517901,,5474467,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,792,Turkey,TUR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,6251539,,,,6251539,,23615009,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,795,Turkmenistan,TKM,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,454579,,,,454579,,1358765,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,804,Ukraine,UKR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,30145,,,,30145,,42212,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,807,North Macedonia,MKD,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,1244303,,,,1244303,,3755378,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,818,Egypt,EGY,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,171208192,,,,171288274,,509334366,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,826,United Kingdom,GBR,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,3819861,,,,3819837,,16697261,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,834,United Rep. of Tanzania,TZA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,25476,,,,25476,,125079,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,837,Bunkers,,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,105,,,,105,,822,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,842,USA,USA,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,48615,,,,48615,,181201,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,858,Uruguay,URY,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,2076344,,,,2076344,,5348835,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,899,"Areas, nes",,,,,,,,,0202,Meat of bovine animals; frozen,8,Weight in kilograms,190,,,,190,,4897,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,3888386804,,,,3888422506,,5996435892,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,4,Afghanistan,AFG,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,8243032,,,,8242852,,12022922,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,8,Albania,ALB,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,10084699,,,,10085989,,17890451,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,12,Algeria,DZA,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,240,,,,240,,614,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,16,American Samoa,ASM,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,9950,,,,9950,,12925,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,24,Angola,AGO,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,75188746,,,,75188746,,80285976,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,28,Antigua and Barbuda,ATG,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,2548913,,,,2548913,,4107869,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,31,Azerbaijan,AZE,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,1123026,,,,1123026,,1357088,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,6672248,,,,6672248,,13088989,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,36,Australia,AUS,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,69819,,,,69819,,117801,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,40,Austria,AUT,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,73530,,,,73530,,130468,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,44,Bahamas,BHS,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,7420989,,,,7420234,,12674314,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,48,Bahrain,BHR,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,24540710,,,,24540472,,36638172,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,50,Bangladesh,BGD,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,84874,,,,84874,,113794,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,51,Armenia,ARM,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,1499903,,,,1499903,,1607108,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,52,Barbados,BRB,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,900,,,,900,,1251,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,2659366,,,,2659366,,6198987,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,60,Bermuda,BMU,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,106380,,,,106239,,105012,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,2223875,,,,2223865,,3131263,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,92,Br. Virgin Isds,VGB,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,90975,,,,90975,,148844,,,0
H5,2018,2018,2018,4,0,2,Export,76,Brazil,BRA,96,Brunei Darussalam,BRN,,,,,,,,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",8,Weight in kilograms,326884,,,,326884,,239048,,,0
